"","bin","chr","start","end","Id","mean"
"94",4776,"Sabin2ref",4751,4801,"131557",4362.22
"95",4826,"Sabin2ref",4801,4851,"131557",4456.28
"96",4876,"Sabin2ref",4851,4901,"131557",4433.68
"97",4926,"Sabin2ref",4901,4951,"131557",4629.48
"98",4976,"Sabin2ref",4951,5001,"131557",5112.26
"99",5026,"Sabin2ref",5001,5051,"131557",7291.72
"100",5076,"Sabin2ref",5051,5101,"131557",8796.58
"101",5126,"Sabin2ref",5101,5151,"131557",10744.32
"102",5176,"Sabin2ref",5151,5201,"131557",12300.94
"103",5226,"Sabin2ref",5201,5251,"131557",13427.38
"104",5276,"Sabin2ref",5251,5301,"131557",13403.48
"105",5326,"Sabin2ref",5301,5351,"131557",13573.82
"106",5376,"Sabin2ref",5351,5401,"131557",13565.22
"107",5426,"Sabin2ref",5401,5451,"131557",13455.34
"108",5476,"Sabin2ref",5451,5501,"131557",13716.2
"109",5526,"Sabin2ref",5501,5551,"131557",13786.22
"110",5576,"Sabin2ref",5551,5601,"131557",13802.74
"111",5626,"Sabin2ref",5601,5651,"131557",13374.58
"112",5676,"Sabin2ref",5651,5701,"131557",12890.34
"113",5726,"Sabin2ref",5701,5751,"131557",12006.2
"114",5776,"Sabin2ref",5751,5801,"131557",11081.06
"115",5826,"Sabin2ref",5801,5851,"131557",9616.58
"116",5876,"Sabin2ref",5851,5901,"131557",9423.8
"117",5926,"Sabin2ref",5901,5951,"131557",9427.1
"118",5976,"Sabin2ref",5951,6001,"131557",9840.44
"119",6026,"Sabin2ref",6001,6051,"131557",10177.64
"120",6076,"Sabin2ref",6051,6101,"131557",10449.58
"121",6126,"Sabin2ref",6101,6151,"131557",10541.32
"122",6176,"Sabin2ref",6151,6201,"131557",10474.18
"123",6226,"Sabin2ref",6201,6251,"131557",10319.78
"124",6276,"Sabin2ref",6251,6301,"131557",10198.54
"125",6326,"Sabin2ref",6301,6351,"131557",10325.96
"126",6376,"Sabin2ref",6351,6401,"131557",10498.56
"127",6426,"Sabin2ref",6401,6451,"131557",10619.9
"128",6476,"Sabin2ref",6451,6501,"131557",10967.72
"129",6526,"Sabin2ref",6501,6551,"131557",10729.28
"130",6576,"Sabin2ref",6551,6601,"131557",10473.56
"131",6626,"Sabin2ref",6601,6651,"131557",10045.26
"132",6676,"Sabin2ref",6651,6701,"131557",9950.58
"133",6726,"Sabin2ref",6701,6751,"131557",9939.08
"134",6776,"Sabin2ref",6751,6801,"131557",10339.02
"135",6826,"Sabin2ref",6801,6851,"131557",10897.14
"136",6876,"Sabin2ref",6851,6901,"131557",11133.76
"137",6926,"Sabin2ref",6901,6951,"131557",11241.92
"138",6976,"Sabin2ref",6951,7001,"131557",10831.2
"139",7026,"Sabin2ref",7001,7051,"131557",10871.1
"140",7076,"Sabin2ref",7051,7101,"131557",10571.74
"141",7126,"Sabin2ref",7101,7151,"131557",10654.14
"142",7176,"Sabin2ref",7151,7201,"131557",9410.62
"143",7226,"Sabin2ref",7201,7251,"131557",7395.68
"144",7276,"Sabin2ref",7251,7301,"131557",5365.08
"145",7326,"Sabin2ref",7301,7351,"131557",3411.08
"146",7376,"Sabin2ref",7351,7401,"131557",1035.32
"147",126,"Sabin2ref",101,151,"131559",420.04
"148",176,"Sabin2ref",151,201,"131559",1200.1
"149",226,"Sabin2ref",201,251,"131559",1904.98
"150",276,"Sabin2ref",251,301,"131559",2338.76
"151",326,"Sabin2ref",301,351,"131559",2852.64
"152",376,"Sabin2ref",351,401,"131559",3059.94
"153",426,"Sabin2ref",401,451,"131559",3300.32
"154",476,"Sabin2ref",451,501,"131559",3344.3
"155",526,"Sabin2ref",501,551,"131559",3192.8
"156",576,"Sabin2ref",551,601,"131559",3181.12
"157",626,"Sabin2ref",601,651,"131559",3298.72
"158",676,"Sabin2ref",651,701,"131559",3242.54
"159",726,"Sabin2ref",701,751,"131559",3327.56
"160",776,"Sabin2ref",751,801,"131559",3229.78
"161",826,"Sabin2ref",801,851,"131559",2249.06
"162",876,"Sabin2ref",851,901,"131559",2130.68
"163",926,"Sabin2ref",901,951,"131559",2288.88
"164",976,"Sabin2ref",951,1001,"131559",2512.82
"165",1026,"Sabin2ref",1001,1051,"131559",2688.86
"166",1076,"Sabin2ref",1051,1101,"131559",2884.34
"167",1126,"Sabin2ref",1101,1151,"131559",2804.62
"168",1176,"Sabin2ref",1151,1201,"131559",2819.08
"169",1226,"Sabin2ref",1201,1251,"131559",2829.1
"170",1276,"Sabin2ref",1251,1301,"131559",3004.34
"171",1326,"Sabin2ref",1301,1351,"131559",3076.46
"172",1376,"Sabin2ref",1351,1401,"131559",3313.8
"173",1426,"Sabin2ref",1401,1451,"131559",3265.7
"174",1476,"Sabin2ref",1451,1501,"131559",3547.96
"175",1526,"Sabin2ref",1501,1551,"131559",4370.28
"176",1576,"Sabin2ref",1551,1601,"131559",5045.04
"177",1626,"Sabin2ref",1601,1651,"131559",5680.38
"178",1676,"Sabin2ref",1651,1701,"131559",6754.86
"179",1726,"Sabin2ref",1701,1751,"131559",7236.26
"180",1776,"Sabin2ref",1751,1801,"131559",7374.62
"181",1826,"Sabin2ref",1801,1851,"131559",7274.94
"182",1876,"Sabin2ref",1851,1901,"131559",7323.86
"183",1926,"Sabin2ref",1901,1951,"131559",6849.9
"184",1976,"Sabin2ref",1951,2001,"131559",6791.6
"185",2026,"Sabin2ref",2001,2051,"131559",7232
"186",2076,"Sabin2ref",2051,2101,"131559",7706.26
"187",2126,"Sabin2ref",2101,2151,"131559",7750.18
"188",2176,"Sabin2ref",2151,2201,"131559",8236.72
"189",2226,"Sabin2ref",2201,2251,"131559",8262.44
"190",2276,"Sabin2ref",2251,2301,"131559",7766.04
"191",2326,"Sabin2ref",2301,2351,"131559",6762
"192",2376,"Sabin2ref",2351,2401,"131559",5668.36
"193",2426,"Sabin2ref",2401,2451,"131559",4405.3
"194",2476,"Sabin2ref",2451,2501,"131559",4023.5
"195",2526,"Sabin2ref",2501,2551,"131559",3734.72
"196",2576,"Sabin2ref",2551,2601,"131559",3639.38
"197",2626,"Sabin2ref",2601,2651,"131559",3411.48
"198",2676,"Sabin2ref",2651,2701,"131559",3481.9
"199",2726,"Sabin2ref",2701,2751,"131559",3609.6
"200",2776,"Sabin2ref",2751,2801,"131559",3903.72
"201",2826,"Sabin2ref",2801,2851,"131559",4108.44
"202",2876,"Sabin2ref",2851,2901,"131559",4014.2
"203",2926,"Sabin2ref",2901,2951,"131559",3851.96
"204",2976,"Sabin2ref",2951,3001,"131559",3578.02
"205",3026,"Sabin2ref",3001,3051,"131559",3423
"206",3076,"Sabin2ref",3051,3101,"131559",3614.76
"207",3126,"Sabin2ref",3101,3151,"131559",3808.14
"208",3176,"Sabin2ref",3151,3201,"131559",3838.14
"209",3226,"Sabin2ref",3201,3251,"131559",3755.88
"210",3276,"Sabin2ref",3251,3301,"131559",4630.26
"211",3326,"Sabin2ref",3301,3351,"131559",5583.5
"212",3376,"Sabin2ref",3351,3401,"131559",6323.4
"213",3426,"Sabin2ref",3401,3451,"131559",6955.56
"214",3476,"Sabin2ref",3451,3501,"131559",7298.96
"215",3526,"Sabin2ref",3501,3551,"131559",7048.22
"216",3576,"Sabin2ref",3551,3601,"131559",7198.8
"217",3626,"Sabin2ref",3601,3651,"131559",7390.32
"218",3676,"Sabin2ref",3651,3701,"131559",7301.46
"219",3726,"Sabin2ref",3701,3751,"131559",7186.5
"220",3776,"Sabin2ref",3751,3801,"131559",7153.02
"221",3826,"Sabin2ref",3801,3851,"131559",7277.88
"222",3876,"Sabin2ref",3851,3901,"131559",7284.32
"223",3926,"Sabin2ref",3901,3951,"131559",7202.38
"224",3976,"Sabin2ref",3951,4001,"131559",6718.62
"225",4026,"Sabin2ref",4001,4051,"131559",5957.34
"226",4076,"Sabin2ref",4051,4101,"131559",5030.42
"227",4126,"Sabin2ref",4101,4151,"131559",4269.02
"228",4176,"Sabin2ref",4151,4201,"131559",4075.08
"229",4226,"Sabin2ref",4201,4251,"131559",4137.14
"230",4276,"Sabin2ref",4251,4301,"131559",4181.36
"231",4326,"Sabin2ref",4301,4351,"131559",3849.02
"232",4376,"Sabin2ref",4351,4401,"131559",3876.1
"233",4426,"Sabin2ref",4401,4451,"131559",3743.98
"234",4476,"Sabin2ref",4451,4501,"131559",3724.68
"235",4526,"Sabin2ref",4501,4551,"131559",3738.56
"236",4576,"Sabin2ref",4551,4601,"131559",3932.38
"237",4626,"Sabin2ref",4601,4651,"131559",4067.76
"238",4676,"Sabin2ref",4651,4701,"131559",4033.12
"239",4726,"Sabin2ref",4701,4751,"131559",3978.5
"240",4776,"Sabin2ref",4751,4801,"131559",3917.84
"241",4826,"Sabin2ref",4801,4851,"131559",4012.56
"242",4876,"Sabin2ref",4851,4901,"131559",4004.44
"243",4926,"Sabin2ref",4901,4951,"131559",4147.6
"244",4976,"Sabin2ref",4951,5001,"131559",4555.22
"245",5026,"Sabin2ref",5001,5051,"131559",6521.5
"246",5076,"Sabin2ref",5051,5101,"131559",8027.64
"247",5126,"Sabin2ref",5101,5151,"131559",9863.68
"248",5176,"Sabin2ref",5151,5201,"131559",11461.22
"249",5226,"Sabin2ref",5201,5251,"131559",12656.1
"250",5276,"Sabin2ref",5251,5301,"131559",12605.52
"251",5326,"Sabin2ref",5301,5351,"131559",12684.88
"252",5376,"Sabin2ref",5351,5401,"131559",12701.16
"253",5426,"Sabin2ref",5401,5451,"131559",12556.58
"254",5476,"Sabin2ref",5451,5501,"131559",12649.02
"255",5526,"Sabin2ref",5501,5551,"131559",12732.84
"256",5576,"Sabin2ref",5551,5601,"131559",12693.54
"257",5626,"Sabin2ref",5601,5651,"131559",12269.22
"258",5676,"Sabin2ref",5651,5701,"131559",11755.88
"259",5726,"Sabin2ref",5701,5751,"131559",10967.18
"260",5776,"Sabin2ref",5751,5801,"131559",10084.2
"261",5826,"Sabin2ref",5801,5851,"131559",8784.88
"262",5876,"Sabin2ref",5851,5901,"131559",8594.16
"263",5926,"Sabin2ref",5901,5951,"131559",8608.54
"264",5976,"Sabin2ref",5951,6001,"131559",8978.82
"265",6026,"Sabin2ref",6001,6051,"131559",9325.3
"266",6076,"Sabin2ref",6051,6101,"131559",9501.1
"267",6126,"Sabin2ref",6101,6151,"131559",9613.26
"268",6176,"Sabin2ref",6151,6201,"131559",9497.34
"269",6226,"Sabin2ref",6201,6251,"131559",9318.18
"270",6276,"Sabin2ref",6251,6301,"131559",9270.9
"271",6326,"Sabin2ref",6301,6351,"131559",9485.76
"272",6376,"Sabin2ref",6351,6401,"131559",9598.9
"273",6426,"Sabin2ref",6401,6451,"131559",9754.92
"274",6476,"Sabin2ref",6451,6501,"131559",10027.98
"275",6526,"Sabin2ref",6501,6551,"131559",9743.46
"276",6576,"Sabin2ref",6551,6601,"131559",9486.24
"277",6626,"Sabin2ref",6601,6651,"131559",9126.54
"278",6676,"Sabin2ref",6651,6701,"131559",9004.62
"279",6726,"Sabin2ref",6701,6751,"131559",8935.24
"280",6776,"Sabin2ref",6751,6801,"131559",9245.94
"281",6826,"Sabin2ref",6801,6851,"131559",9762.12
"282",6876,"Sabin2ref",6851,6901,"131559",10025.24
"283",6926,"Sabin2ref",6901,6951,"131559",10149.74
"284",6976,"Sabin2ref",6951,7001,"131559",9751.8
"285",7026,"Sabin2ref",7001,7051,"131559",9891.86
"286",7076,"Sabin2ref",7051,7101,"131559",9538.76
"287",7126,"Sabin2ref",7101,7151,"131559",9667.7
"288",7176,"Sabin2ref",7151,7201,"131559",8599.12
"289",7226,"Sabin2ref",7201,7251,"131559",6767.18
"290",7276,"Sabin2ref",7251,7301,"131559",4844.18
"291",7326,"Sabin2ref",7301,7351,"131559",3155.12
"292",7376,"Sabin2ref",7351,7401,"131559",956.3
"293",176,"Sabin2ref",151,201,"131560",262.62
"294",226,"Sabin2ref",201,251,"131560",404.54
"295",276,"Sabin2ref",251,301,"131560",484.42
"296",326,"Sabin2ref",301,351,"131560",558.56
"297",376,"Sabin2ref",351,401,"131560",563.02
"298",426,"Sabin2ref",401,451,"131560",583.34
"299",476,"Sabin2ref",451,501,"131560",559.36
"300",526,"Sabin2ref",501,551,"131560",509.18
"301",576,"Sabin2ref",551,601,"131560",502.92
"302",626,"Sabin2ref",601,651,"131560",532.72
"303",676,"Sabin2ref",651,701,"131560",551.34
"304",726,"Sabin2ref",701,751,"131560",559.18
"305",776,"Sabin2ref",751,801,"131560",579.28
"306",826,"Sabin2ref",801,851,"131560",414.26
"307",876,"Sabin2ref",851,901,"131560",387.46
"308",926,"Sabin2ref",901,951,"131560",418.96
"309",976,"Sabin2ref",951,1001,"131560",452.02
"310",1026,"Sabin2ref",1001,1051,"131560",494.7
"311",1076,"Sabin2ref",1051,1101,"131560",535.88
"312",1126,"Sabin2ref",1101,1151,"131560",520.68
"313",1176,"Sabin2ref",1151,1201,"131560",533.42
"314",1226,"Sabin2ref",1201,1251,"131560",540.34
"315",1276,"Sabin2ref",1251,1301,"131560",560.04
"316",1326,"Sabin2ref",1301,1351,"131560",561.54
"317",1376,"Sabin2ref",1351,1401,"131560",594.76
"318",1426,"Sabin2ref",1401,1451,"131560",567.16
"319",1476,"Sabin2ref",1451,1501,"131560",803.62
"320",1526,"Sabin2ref",1501,1551,"131560",1743.5
"321",1576,"Sabin2ref",1551,1601,"131560",2510.9
"322",1626,"Sabin2ref",1601,1651,"131560",3382.5
"323",1676,"Sabin2ref",1651,1701,"131560",4537.18
"324",1726,"Sabin2ref",1701,1751,"131560",5080.84
"325",1776,"Sabin2ref",1751,1801,"131560",5293.42
"326",1826,"Sabin2ref",1801,1851,"131560",5408.22
"327",1876,"Sabin2ref",1851,1901,"131560",5443.1
"328",1926,"Sabin2ref",1901,1951,"131560",4919.86
"329",1976,"Sabin2ref",1951,2001,"131560",4823.4
"330",2026,"Sabin2ref",2001,2051,"131560",5098.36
"331",2076,"Sabin2ref",2051,2101,"131560",5496.98
"332",2126,"Sabin2ref",2101,2151,"131560",5524.36
"333",2176,"Sabin2ref",2151,2201,"131560",5512.88
"334",2226,"Sabin2ref",2201,2251,"131560",5446.32
"335",2276,"Sabin2ref",2251,2301,"131560",5149.74
"336",2326,"Sabin2ref",2301,2351,"131560",4547.4
"337",2376,"Sabin2ref",2351,2401,"131560",4274.84
"338",2426,"Sabin2ref",2401,2451,"131560",4120.16
"339",2476,"Sabin2ref",2451,2501,"131560",3935.66
"340",2526,"Sabin2ref",2501,2551,"131560",3592.6
"341",2576,"Sabin2ref",2551,2601,"131560",3493.76
"342",2626,"Sabin2ref",2601,2651,"131560",3226.2
"343",2676,"Sabin2ref",2651,2701,"131560",3295.2
"344",2726,"Sabin2ref",2701,2751,"131560",3452.38
"345",2776,"Sabin2ref",2751,2801,"131560",3740.42
"346",2826,"Sabin2ref",2801,2851,"131560",3860.4
"347",2876,"Sabin2ref",2851,2901,"131560",3659.84
"348",2926,"Sabin2ref",2901,2951,"131560",3562.4
"349",2976,"Sabin2ref",2951,3001,"131560",3397.2
"350",3026,"Sabin2ref",3001,3051,"131560",3302.32
"351",3076,"Sabin2ref",3051,3101,"131560",3568.76
"352",3126,"Sabin2ref",3101,3151,"131560",3721.5
"353",3176,"Sabin2ref",3151,3201,"131560",3740.88
"354",3226,"Sabin2ref",3201,3251,"131560",3620.54
"355",3276,"Sabin2ref",3251,3301,"131560",4254.82
"356",3326,"Sabin2ref",3301,3351,"131560",4929.28
"357",3376,"Sabin2ref",3351,3401,"131560",5451.36
"358",3426,"Sabin2ref",3401,3451,"131560",5977.38
"359",3476,"Sabin2ref",3451,3501,"131560",6288
"360",3526,"Sabin2ref",3501,3551,"131560",6133.6
"361",3576,"Sabin2ref",3551,3601,"131560",6304.68
"362",3626,"Sabin2ref",3601,3651,"131560",6492.9
"363",3676,"Sabin2ref",3651,3701,"131560",6369.1
"364",3726,"Sabin2ref",3701,3751,"131560",6339.76
"365",3776,"Sabin2ref",3751,3801,"131560",6372.5
"366",3826,"Sabin2ref",3801,3851,"131560",6597.44
"367",3876,"Sabin2ref",3851,3901,"131560",6630.84
"368",3926,"Sabin2ref",3901,3951,"131560",6457.7
"369",3976,"Sabin2ref",3951,4001,"131560",5927.76
"370",4026,"Sabin2ref",4001,4051,"131560",5080.82
"371",4076,"Sabin2ref",4051,4101,"131560",4054.98
"372",4126,"Sabin2ref",4101,4151,"131560",3325.52
"373",4176,"Sabin2ref",4151,4201,"131560",3237.88
"374",4226,"Sabin2ref",4201,4251,"131560",3268.48
"375",4276,"Sabin2ref",4251,4301,"131560",3222.56
"376",4326,"Sabin2ref",4301,4351,"131560",3006.14
"377",4376,"Sabin2ref",4351,4401,"131560",3063.7
"378",4426,"Sabin2ref",4401,4451,"131560",2971.8
"379",4476,"Sabin2ref",4451,4501,"131560",3049.96
"380",4526,"Sabin2ref",4501,4551,"131560",3130.74
"381",4576,"Sabin2ref",4551,4601,"131560",3283.84
"382",4626,"Sabin2ref",4601,4651,"131560",3407.94
"383",4676,"Sabin2ref",4651,4701,"131560",3410.08
"384",4726,"Sabin2ref",4701,4751,"131560",3375.28
"385",4776,"Sabin2ref",4751,4801,"131560",3297.8
"386",4826,"Sabin2ref",4801,4851,"131560",3396.02
"387",4876,"Sabin2ref",4851,4901,"131560",3331.6
"388",4926,"Sabin2ref",4901,4951,"131560",3425.9
"389",4976,"Sabin2ref",4951,5001,"131560",3904.88
"390",5026,"Sabin2ref",5001,5051,"131560",6117.88
"391",5076,"Sabin2ref",5051,5101,"131560",7949.78
"392",5126,"Sabin2ref",5101,5151,"131560",10015.96
"393",5176,"Sabin2ref",5151,5201,"131560",11862.44
"394",5226,"Sabin2ref",5201,5251,"131560",13039.3
"395",5276,"Sabin2ref",5251,5301,"131560",13032.86
"396",5326,"Sabin2ref",5301,5351,"131560",13053.42
"397",5376,"Sabin2ref",5351,5401,"131560",12964.26
"398",5426,"Sabin2ref",5401,5451,"131560",12751.52
"399",5476,"Sabin2ref",5451,5501,"131560",13007.4
"400",5526,"Sabin2ref",5501,5551,"131560",13248.54
"401",5576,"Sabin2ref",5551,5601,"131560",13314.82
"402",5626,"Sabin2ref",5601,5651,"131560",12951.44
"403",5676,"Sabin2ref",5651,5701,"131560",12534.28
"404",5726,"Sabin2ref",5701,5751,"131560",11741.02
"405",5776,"Sabin2ref",5751,5801,"131560",10827.68
"406",5826,"Sabin2ref",5801,5851,"131560",9622.58
"407",5876,"Sabin2ref",5851,5901,"131560",9629.8
"408",5926,"Sabin2ref",5901,5951,"131560",9598.22
"409",5976,"Sabin2ref",5951,6001,"131560",9996.1
"410",6026,"Sabin2ref",6001,6051,"131560",10309.18
"411",6076,"Sabin2ref",6051,6101,"131560",10560.12
"412",6126,"Sabin2ref",6101,6151,"131560",10605.74
"413",6176,"Sabin2ref",6151,6201,"131560",10441.24
"414",6226,"Sabin2ref",6201,6251,"131560",10283.16
"415",6276,"Sabin2ref",6251,6301,"131560",10311.38
"416",6326,"Sabin2ref",6301,6351,"131560",10551.1
"417",6376,"Sabin2ref",6351,6401,"131560",10653.34
"418",6426,"Sabin2ref",6401,6451,"131560",10726.76
"419",6476,"Sabin2ref",6451,6501,"131560",11069.5
"420",6526,"Sabin2ref",6501,6551,"131560",10764
"421",6576,"Sabin2ref",6551,6601,"131560",10476.68
"422",6626,"Sabin2ref",6601,6651,"131560",10043.86
"423",6676,"Sabin2ref",6651,6701,"131560",9985.82
"424",6726,"Sabin2ref",6701,6751,"131560",9980.1
"425",6776,"Sabin2ref",6751,6801,"131560",10379.24
"426",6826,"Sabin2ref",6801,6851,"131560",10838.26
"427",6876,"Sabin2ref",6851,6901,"131560",11008.2
"428",6926,"Sabin2ref",6901,6951,"131560",11069.64
"429",6976,"Sabin2ref",6951,7001,"131560",10586.94
"430",7026,"Sabin2ref",7001,7051,"131560",10674.96
"431",7076,"Sabin2ref",7051,7101,"131560",10357.34
"432",7126,"Sabin2ref",7101,7151,"131560",10586.2
"433",7176,"Sabin2ref",7151,7201,"131560",9424.42
"434",7226,"Sabin2ref",7201,7251,"131560",7450.28
"435",7276,"Sabin2ref",7251,7301,"131560",5375.18
"436",7326,"Sabin2ref",7301,7351,"131560",3458.72
"437",7376,"Sabin2ref",7351,7401,"131560",1051.7
"438",1476,"Sabin2ref",1451,1501,"131562",326.28
"439",1526,"Sabin2ref",1501,1551,"131562",1418.88
"440",1576,"Sabin2ref",1551,1601,"131562",2234.96
"441",1626,"Sabin2ref",1601,1651,"131562",3042.84
"442",1676,"Sabin2ref",1651,1701,"131562",3846
"443",1726,"Sabin2ref",1701,1751,"131562",4405.8
"444",1776,"Sabin2ref",1751,1801,"131562",4453.48
"445",1826,"Sabin2ref",1801,1851,"131562",4420.3
"446",1876,"Sabin2ref",1851,1901,"131562",4401.16
"447",1926,"Sabin2ref",1901,1951,"131562",4127.72
"448",1976,"Sabin2ref",1951,2001,"131562",3989.64
"449",2026,"Sabin2ref",2001,2051,"131562",4256.24
"450",2076,"Sabin2ref",2051,2101,"131562",4519.22
"451",2126,"Sabin2ref",2101,2151,"131562",4522.14
"452",2176,"Sabin2ref",2151,2201,"131562",4481.28
"453",2226,"Sabin2ref",2201,2251,"131562",4502.6
"454",2276,"Sabin2ref",2251,2301,"131562",4503.4
"455",2326,"Sabin2ref",2301,2351,"131562",4322.32
"456",2376,"Sabin2ref",2351,2401,"131562",4392.98
"457",2426,"Sabin2ref",2401,2451,"131562",4517.36
"458",2476,"Sabin2ref",2451,2501,"131562",4423.24
"459",2526,"Sabin2ref",2501,2551,"131562",4061.2
"460",2576,"Sabin2ref",2551,2601,"131562",3867.2
"461",2626,"Sabin2ref",2601,2651,"131562",3624.26
"462",2676,"Sabin2ref",2651,2701,"131562",3764
"463",2726,"Sabin2ref",2701,2751,"131562",3961.18
"464",2776,"Sabin2ref",2751,2801,"131562",4340.3
"465",2826,"Sabin2ref",2801,2851,"131562",4497.54
"466",2876,"Sabin2ref",2851,2901,"131562",4269.46
"467",2926,"Sabin2ref",2901,2951,"131562",4103.78
"468",2976,"Sabin2ref",2951,3001,"131562",3837.18
"469",3026,"Sabin2ref",3001,3051,"131562",3775.16
"470",3076,"Sabin2ref",3051,3101,"131562",4037.46
"471",3126,"Sabin2ref",3101,3151,"131562",4240.9
"472",3176,"Sabin2ref",3151,3201,"131562",4236.84
